trial_count,FBDuration,c_dis,context,response,rt,state,stim,trial_count,ts,rep_resp,switch,con_shape,con_orient,subj_switch,correct
163,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,2,0.4643208980560303,1,"(0, 2)",163,1,False,False,False,True,False,True
164,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.9964861869812012,1,"(0, 3)",164,1,False,False,False,True,False,True
165,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,1.2831618785858154,0,"(1, 2)",165,0,False,True,False,False,False,False
166,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.6551990509033203,0,"(1, 2)",166,0,False,False,True,False,True,True
167,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.9030249118804932,0,"(0, 2)",167,0,False,False,False,True,True,False
168,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.5687530040740967,0,"(1, 2)",168,0,False,False,True,False,True,True
169,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.9656538963317871,0,"(0, 2)",169,0,False,False,False,True,True,False
170,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.903419017791748,0,"(1, 3)",170,0,False,False,False,True,False,False
171,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.9926841259002686,0,"(1, 3)",171,0,False,False,True,False,True,True
172,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.6162400245666504,0,"(1, 3)",172,0,True,False,True,False,False,True
173,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.8594329357147217,0,"(0, 2)",173,0,False,False,False,True,True,False
174,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.5055110454559326,1,"(1, 2)",174,1,True,True,False,True,False,True
175,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.86751389503479,1,"(0, 3)",175,1,False,False,False,True,False,True
176,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,2,0.9757390022277832,1,"(1, 2)",176,1,False,False,False,True,False,True
177,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.8805809020996094,1,"(1, 3)",177,1,False,False,False,True,False,True
178,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.8067641258239746,1,"(0, 3)",178,1,True,False,False,True,False,True
179,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.6862430572509766,1,"(1, 3)",179,1,True,False,False,True,False,True
180,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,1.126953125,1,"(0, 3)",180,1,False,False,True,False,True,False
181,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.8571949005126953,1,"(1, 2)",181,1,False,False,False,True,True,True
182,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.9021098613739014,0,"(1, 2)",182,0,False,True,True,False,True,True
183,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5261149406433105,0,"(1, 3)",183,0,True,False,True,False,False,True
184,0,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.40157198905944824,0,"(0, 2)",184,0,False,False,True,False,False,True
